loss,ppx,rouge1,rouge2,rougeL,epoch
4.407013849081029,82.02416090772451,0.27615909691581,0.1642629868006798,0.2697326967360365,0
4.039029502409458,56.771219729429795,0.26065331404682635,0.15640773107326858,0.251553288609492,0
3.734557456312842,41.86949238299565,0.25763393696848896,0.16609651058844396,0.2570384199757507,1
3.7279920018510775,41.59550056203475,0.2581824217117505,0.16663991841524242,0.2575800983564953,2
3.7047209804939003,40.63870674294773,0.26250425551874207,0.1641269325087552,0.2616880965533135,3
3.6367643599696287,37.96878443747087,0.2606470774487518,0.16120054866453853,0.25999291557171467,4
3.6373908736049616,37.99257985193543,0.25819304113773145,0.15123856429248628,0.25731828258516726,5
3.6152998758220334,37.16248838663945,0.25782987685422265,0.14724640022264152,0.2569853657351208,6
3.6033881140190274,36.72244373366682,0.26102831794371045,0.15197251221018207,0.26004509750700144,7
3.588768466498969,36.18947991447199,0.2563783985764537,0.13770732266606123,0.2552552321671,8
3.5727579159236353,35.614680125076006,0.267170731260717,0.16568004250606705,0.2663189834969621,9
3.575343657554978,35.706889649789275,0.2666458708882709,0.16588441094705517,0.26604995126804415,10
3.56639286436167,35.388710765935635,0.26312039854389685,0.16930421816064795,0.26270962482904076,11
3.577763915907835,35.79341421137929,0.26305624765099345,0.17091612377648577,0.26270748345724004,12
3.560558359210889,35.18283632246444,0.25998428461429746,0.1692892307508642,0.25966340484522427,13
3.585018407797004,36.05402138785776,0.2607938690381928,0.16938495697561384,0.2604026422266021,14
3.595531866747416,36.43507343937709,0.25933761406257244,0.16820034489201308,0.2589589377565807,15
3.604694781361409,36.77045911485963,0.26069489462587025,0.17018979206075052,0.26037895738903155,16
3.632760217089491,37.81705597354621,0.25959519124409386,0.16876864162876407,0.25933490742091575,17
3.6355949594354606,37.92440967166227,0.2570147239406171,0.1670471977815251,0.25670122894982655,18
3.6599361153344967,38.85886030674187,0.258492298641997,0.16890825457689126,0.25819641919014236,19
3.681226117442963,39.695035021559804,0.25874514551441186,0.16780037806192802,0.25840817592455173,20
3.6749335571526878,39.4460358631904,0.25725450369460784,0.1673881166219432,0.2569549089783382,21
3.654535167240214,38.64955136139603,0.25879020218595855,0.1692062172124694,0.25852535337168187,22
3.6622497929091145,38.948871268427375,0.2595145620294593,0.16919560125186459,0.25922777173547146,23
3.6507663352200663,38.50416184109444,0.25796917540842856,0.16883874141971664,0.2576454197640053,24
3.630369545600164,37.72675579805527,0.2587689757230105,0.16874968097251836,0.2584656057537367,25
3.6299240842907188,37.70995373062967,0.2587759216626415,0.16815479809462572,0.2584334816343109,26
3.6277047354016156,37.626354988411165,0.2593999841644153,0.16925470737472256,0.25913727282434046,27
3.629793398886602,37.705025912091145,0.2617174381517893,0.17062530208742951,0.26142243309101576,28
3.6173523239719643,37.23884079505198,0.261034007054773,0.17086435762294477,0.2607909254624961,29
